split,variant,seed,pass_gate,matched_accuracy,target_accuracy,same_byte_structured_text_accuracy,best_destructive_control,best_destructive_control_accuracy,candidate_derangement_accuracy,matched_minus_target,matched_minus_best_destructive,matched_minus_same_byte_text,paired_ci95_low_vs_target
validation,matched_fourier_anchor_syndrome,47,False,0.27424749163879597,0.24414715719063546,0.25418060200668896,shuffled_source_packet,0.25418060200668896,0.23411371237458195,0.030100334448160515,0.02006688963210701,0.02006688963210701,-0.04013377926421405
validation,matched_fourier_anchor_syndrome,53,False,0.2809364548494983,0.24414715719063546,0.25418060200668896,target_derived_sidecar,0.2508361204013378,0.23411371237458195,0.03678929765886285,0.030100334448160515,0.026755852842809347,-0.033444816053511704
validation,matched_fourier_anchor_syndrome,59,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,target_derived_sidecar,0.24749163879598662,0.23411371237458195,0.03344481605351168,0.030100334448160515,0.02341137123745818,-0.03678929765886288
validation,matched_fourier_anchor_syndrome,61,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,target_derived_sidecar,0.24749163879598662,0.23411371237458195,0.03344481605351168,0.030100334448160515,0.02341137123745818,-0.036872909698996655
validation,matched_fourier_anchor_syndrome,67,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,random_same_byte_packet,0.27424749163879597,0.23411371237458195,0.03344481605351168,0.0033444816053511683,0.02341137123745818,-0.033444816053511704
validation,matched_fourier_anchor_syndrome,71,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,random_same_byte_packet,0.24749163879598662,0.23076923076923078,0.03344481605351168,0.030100334448160515,0.02341137123745818,-0.03678929765886288
validation,matched_fourier_anchor_syndrome,73,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,random_same_byte_packet,0.2608695652173913,0.23411371237458195,0.03344481605351168,0.01672240802675584,0.02341137123745818,-0.04021739130434782
validation,matched_fourier_anchor_syndrome,79,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,random_same_byte_packet,0.2608695652173913,0.23411371237458195,0.03344481605351168,0.01672240802675584,0.02341137123745818,-0.04013377926421405
validation,matched_fourier_anchor_syndrome,83,False,0.27759197324414714,0.24414715719063546,0.25418060200668896,random_same_byte_packet,0.2842809364548495,0.23411371237458195,0.03344481605351168,-0.006688963210702337,0.02341137123745818,-0.043478260869565216
validation,matched_fourier_anchor_syndrome,89,False,0.27424749163879597,0.24414715719063546,0.25418060200668896,shuffled_source_packet,0.25752508361204013,0.23745819397993312,0.030100334448160515,0.01672240802675584,0.02006688963210701,-0.04021739130434782
