================================================================================
LEARNED ADAPTER EXPERIMENT - LORA
================================================================================
Platform: hpc
Model A: meta-llama/Llama-3.1-8B-Instruct
Model B: mistralai/Mistral-7B-Instruct-v0.3
Log file: /projects/m000066/sujinesh/LatentWire/experimental/learning/runs/learned_adapters/lora_allgpus_20251101_010723.log

Loading models on hpc...
Using bfloat16 for H100
Using Flash Attention 2
Downloading shards:   0%|          | 0/4 [00:00<?, ?it/s]Downloading shards:   0%|          | 0/4 [00:00<?, ?it/s]Downloading shards: 100%|##########| 4/4 [00:00<00:00, 2804.62it/s]Downloading shards: 100%|##########| 4/4 [00:00<00:00, 2804.62it/s]

Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|##5       | 1/4 [00:00<00:01,  2.03it/s]Loading checkpoint shards:  25%|##5       | 1/4 [00:00<00:01,  2.03it/s]Loading checkpoint shards:  50%|#####     | 2/4 [00:00<00:00,  2.65it/s]Loading checkpoint shards:  50%|#####     | 2/4 [00:00<00:00,  2.65it/s]Loading checkpoint shards:  75%|#######5  | 3/4 [00:01<00:00,  2.64it/s]Loading checkpoint shards:  75%|#######5  | 3/4 [00:01<00:00,  2.64it/s]Loading checkpoint shards: 100%|##########| 4/4 [00:01<00:00,  2.81it/s]Loading checkpoint shards: 100%|##########| 4/4 [00:01<00:00,  2.81it/s]Loading checkpoint shards: 100%|##########| 4/4 [00:01<00:00,  2.68it/s]Loading checkpoint shards: 100%|##########| 4/4 [00:01<00:00,  2.68it/s]

Downloading shards:   0%|          | 0/3 [00:00<?, ?it/s]Downloading shards:   0%|          | 0/3 [00:00<?, ?it/s]Downloading shards: 100%|##########| 3/3 [00:00<00:00, 2640.14it/s]Downloading shards: 100%|##########| 3/3 [00:00<00:00, 2640.14it/s]

Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:  33%|###3      | 1/3 [00:00<00:00,  2.30it/s]Loading checkpoint shards:  33%|###3      | 1/3 [00:00<00:00,  2.30it/s]Loading checkpoint shards:  67%|######6   | 2/3 [00:00<00:00,  2.63it/s]Loading checkpoint shards:  67%|######6   | 2/3 [00:00<00:00,  2.63it/s]Loading checkpoint shards: 100%|##########| 3/3 [00:01<00:00,  2.79it/s]Loading checkpoint shards: 100%|##########| 3/3 [00:01<00:00,  2.79it/s]Loading checkpoint shards: 100%|##########| 3/3 [00:01<00:00,  2.69it/s]Loading checkpoint shards: 100%|##########| 3/3 [00:01<00:00,  2.69it/s]


Training LoRAAdapter...

================================================================================
TRAINING CONFIGURATION
================================================================================
Total epochs: 5
Steps per epoch: 250
Total training steps: 1250
Batch size: 10
Gradient accumulation: 8 (effective batch: 80)
Learning rate: 5e-05
Alignment layers: [8, 16, 24]
================================================================================

  Step 10/250: Loss = 10.4268 (Gen: 10.1943, Contr: 2.3040, Align: 76.5784, Uniform: -0.7549)
  Step 20/250: Loss = 10.4599 (Gen: 10.2252, Contr: 2.3026, Align: 78.6699, Uniform: -0.7470)
  Step 30/250: Loss = 10.4957 (Gen: 10.2587, Contr: 2.3040, Align: 77.6179, Uniform: -0.7502)
  Step 40/250: Loss = 10.4913 (Gen: 10.2519, Contr: 2.3044, Align: 79.3766, Uniform: -0.7602)
  Step 50/250: Loss = 10.4618 (Gen: 10.2201, Contr: 2.3038, Align: 79.4751, Uniform: -0.7713)
  Step 60/250: Loss = 10.4539 (Gen: 10.2099, Contr: 2.3045, Align: 81.5688, Uniform: -0.7715)
  Step 70/250: Loss = 10.4434 (Gen: 10.1970, Contr: 2.3050, Align: 82.1751, Uniform: -0.7728)
  Step 80/250: Loss = 10.4363 (Gen: 10.1877, Contr: 2.3042, Align: 82.4070, Uniform: -0.7720)
  Step 90/250: Loss = 10.4294 (Gen: 10.1785, Contr: 2.3039, Align: 82.5850  Step 10/250: Loss = 10.5126 (Gen: 10.2799, Contr: 2.3061, Align: 94.6170, Uniform: -0.7661)
  Step 20/250: Loss = 10.5021 (Gen: 10.2670, Contr: 2.3068, Align: 88.4751, Uniform: -0.7745)
  Step 30/250: Loss = 10.4685 (Gen: 10.2310, Contr: 2.3080, Align: 88.9838, Uniform: -0.7737)
  Step 40/250: Loss = 10.4541 (Gen: 10.2145, Contr: 2.3063, Align: 86.1033, Uniform: -0.7693)
  Step  Step 110/250: Loss = 10.4006 (Gen: 10.1451, Contr: 2.3036, Align: 84.3764, Uniform: -0.7715)
  Step 120/250: Loss = 10.3861 (Gen: 10.1283, Contr: 2.3033, Align: 84.7204, Uniform: -0.7722)
  Step 130/250: Loss = 10.3762 (Gen: 10.1161, Contr: 2.3036, Align: 84.3780, Uniform: -0.7722)
  Step 140/250: Loss = 10.3666 (Gen: 10.1042, Contr: 2.3038, Align: 84.0435, Uniform: -0.7698)
  Step 150/250: Loss = 10.3610 (Gen: 10.0963, Contr: 2.3038, Align: 83.8940, Uniform: -0.7690)
  Step 160/250: Loss = 10.3503 (Gen: 10.0833, Contr: 2.3041, Align: 84.0575, Uniform: -0.7692)
  Step 170/250: Loss = 10.3366 (Gen: 10.0672, Contr: 2.3043, Align: 85.1297, Uniform: -0.7711)
  Step 180/250: Loss = 10.3254 (Gen: 10.0537, Contr: 2.3043, Align: 85.0031, Uniform: -0.7698)
  Step 190/250: Loss = 10.3101 (Gen: 10.0361, Contr: 2.3041, Align  Step 110/250: Loss = 10.4163 (Gen: 10.1606, Contr: 2.3054, Align: 85.4737, Uniform: -0.7615)
  Step 120/250: Loss = 10.4037 (Gen: 10.1457, Contr: 2.3055, Align: 85.3642, Uniform: -0.7655)
  Step 130/250: Loss = 10.3888 (Gen: 10.1286, Contr: 2.3054, Align: 85.7182, Uniform: -0.7637)
  Step 140/250: Loss = 10.3798 (Gen: 10.1172, Contr: 2.3053, Align: 85.8486, Uniform: -0.7616)
  Step 150/  Step 210/250: Loss = 10.2815 (Gen: 10.0029, Contr: 2.3041, Align: 85.0842, Uniform: -0.7683)
  Step 220/250: Loss = 10.2708 (Gen: 9.9899, Contr: 2.3041, Align: 85.5777, Uniform: -0.7709)
