split,variant,seed,pass_gate,matched_accuracy,target_accuracy,same_byte_structured_text_accuracy,best_destructive_control,best_destructive_control_accuracy,candidate_derangement_accuracy,matched_minus_target,matched_minus_best_destructive,matched_minus_same_byte_text,paired_ci95_low_vs_target
validation,matched_fourier_anchor_syndrome,47,True,0.38461538461538464,0.24414715719063546,0.33444816053511706,zero_source,0.24414715719063546,0.20066889632107024,0.14046822742474918,0.14046822742474918,0.05016722408026758,0.06688963210702341
validation,matched_fourier_anchor_syndrome,53,True,0.3879598662207358,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.2508361204013378,0.19732441471571907,0.14381270903010035,0.137123745819398,0.05351170568561875,0.07357859531772576
validation,matched_fourier_anchor_syndrome,59,True,0.38461538461538464,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.24749163879598662,0.19732441471571907,0.14046822742474918,0.137123745819398,0.05016722408026758,0.07851170568561874
validation,matched_fourier_anchor_syndrome,61,True,0.38461538461538464,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.24749163879598662,0.19732441471571907,0.14046822742474918,0.137123745819398,0.05016722408026758,0.06847826086956522
validation,matched_fourier_anchor_syndrome,67,True,0.3879598662207358,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.27424749163879597,0.19732441471571907,0.14381270903010035,0.11371237458193983,0.05351170568561875,0.07357859531772576
validation,matched_fourier_anchor_syndrome,71,True,0.38127090301003347,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.24749163879598662,0.19732441471571907,0.137123745819398,0.13377926421404684,0.04682274247491641,0.07357859531772576
validation,matched_fourier_anchor_syndrome,73,True,0.38461538461538464,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2608695652173913,0.19732441471571907,0.14046822742474918,0.12374581939799334,0.05016722408026758,0.07182274247491639
validation,matched_fourier_anchor_syndrome,79,True,0.3879598662207358,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2608695652173913,0.19732441471571907,0.14381270903010035,0.1270903010033445,0.05351170568561875,0.06354515050167224
validation,matched_fourier_anchor_syndrome,83,True,0.3879598662207358,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2842809364548495,0.19732441471571907,0.14381270903010035,0.10367892976588633,0.05351170568561875,0.07692307692307693
validation,matched_fourier_anchor_syndrome,89,True,0.38127090301003347,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.2809364548494983,0.20066889632107024,0.137123745819398,0.10033444816053516,0.04682274247491641,0.06020066889632107
validation,anchor_id_shuffle,47,False,0.22408026755852842,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.29431438127090304,0.2608695652173913,-0.020066889632107038,-0.07023411371237462,-0.11036789297658864,-0.09364548494983277
validation,anchor_id_shuffle,53,False,0.25418060200668896,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2909698996655518,0.25752508361204013,0.010033444816053505,-0.03678929765886285,-0.0802675585284281,-0.048578595317725744
validation,anchor_id_shuffle,59,False,0.2709030100334448,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.26421404682274247,0.22073578595317725,0.026755852842809347,0.006688963210702337,-0.06354515050167225,-0.04013377926421405
validation,anchor_id_shuffle,61,False,0.21739130434782608,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.25752508361204013,0.23411371237458195,-0.026755852842809374,-0.04013377926421405,-0.11705685618729098,-0.08695652173913043
validation,anchor_id_shuffle,67,False,0.25418060200668896,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.27759197324414714,0.18394648829431437,0.010033444816053505,-0.02341137123745818,-0.0802675585284281,-0.05351170568561873
validation,anchor_id_shuffle,71,False,0.24414715719063546,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.2508361204013378,0.22742474916387959,0.0,-0.006688963210702337,-0.0903010033444816,-0.06020066889632107
validation,anchor_id_shuffle,73,False,0.24414715719063546,0.24414715719063546,0.33444816053511706,candidate_derangement,0.29431438127090304,0.29431438127090304,0.0,-0.05016722408026758,-0.0903010033444816,-0.07023411371237458
validation,anchor_id_shuffle,79,False,0.2408026755852843,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.3110367892976589,0.28762541806020064,-0.0033444816053511683,-0.07023411371237459,-0.09364548494983277,-0.07023411371237458
validation,anchor_id_shuffle,83,False,0.2709030100334448,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2709030100334448,0.23745819397993312,0.026755852842809347,0.0,-0.06354515050167225,-0.04013377926421405
validation,anchor_id_shuffle,89,False,0.21739130434782608,0.24414715719063546,0.33444816053511706,candidate_derangement,0.26755852842809363,0.26755852842809363,-0.026755852842809374,-0.05016722408026755,-0.11705685618729098,-0.09364548494983277
validation,anchor_value_shuffle,47,False,0.27424749163879597,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.2842809364548495,0.24749163879598662,0.030100334448160515,-0.010033444816053505,-0.060200668896321086,-0.043478260869565216
validation,anchor_value_shuffle,53,False,0.23076923076923078,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2709030100334448,0.2709030100334448,-0.013377926421404673,-0.04013377926421402,-0.10367892976588627,-0.0802675585284281
validation,anchor_value_shuffle,59,False,0.3110367892976589,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.2508361204013378,0.2140468227424749,0.06688963210702342,0.060200668896321086,-0.02341137123745818,-0.0033444816053511705
validation,anchor_value_shuffle,61,False,0.22073578595317725,0.24414715719063546,0.33444816053511706,candidate_derangement,0.27424749163879597,0.27424749163879597,-0.023411371237458206,-0.05351170568561872,-0.1137123745819398,-0.0903010033444816
validation,anchor_value_shuffle,67,False,0.24749163879598662,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2809364548494983,0.25752508361204013,0.0033444816053511683,-0.03344481605351168,-0.08695652173913043,-0.06864548494983276
validation,anchor_value_shuffle,71,False,0.2608695652173913,0.24414715719063546,0.33444816053511706,candidate_derangement,0.3110367892976589,0.3110367892976589,0.01672240802675584,-0.05016722408026758,-0.07357859531772576,-0.05192307692307692
validation,anchor_value_shuffle,73,False,0.25752508361204013,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.24749163879598662,0.2408026755852843,0.013377926421404673,0.010033444816053505,-0.07692307692307693,-0.05192307692307692
validation,anchor_value_shuffle,79,False,0.22073578595317725,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2842809364548495,0.24414715719063546,-0.023411371237458206,-0.06354515050167223,-0.1137123745819398,-0.09698996655518395
validation,anchor_value_shuffle,83,False,0.25418060200668896,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.26421404682274247,0.2608695652173913,0.010033444816053505,-0.010033444816053505,-0.0802675585284281,-0.056856187290969896
validation,anchor_value_shuffle,89,False,0.2842809364548495,0.24414715719063546,0.33444816053511706,candidate_derangement,0.26755852842809363,0.26755852842809363,0.04013377926421402,0.01672240802675584,-0.05016722408026758,-0.033444816053511704
validation,spectral_bin_permutation,47,False,0.23411371237458195,0.24414715719063546,0.33444816053511706,candidate_derangement,0.27759197324414714,0.27759197324414714,-0.010033444816053505,-0.04347826086956519,-0.1003344481605351,-0.07692307692307693
validation,spectral_bin_permutation,53,False,0.28762541806020064,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2608695652173913,0.25418060200668896,0.04347826086956519,0.026755852842809347,-0.04682274247491641,-0.021822742474916383
validation,spectral_bin_permutation,59,False,0.2608695652173913,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2909698996655518,0.24414715719063546,0.01672240802675584,-0.030100334448160515,-0.07357859531772576,-0.048578595317725744
validation,spectral_bin_permutation,61,False,0.27424749163879597,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.2508361204013378,0.23411371237458195,0.030100334448160515,0.02341137123745818,-0.060200668896321086,-0.03520066889632106
validation,spectral_bin_permutation,67,False,0.23411371237458195,0.24414715719063546,0.33444816053511706,candidate_derangement,0.2709030100334448,0.2709030100334448,-0.010033444816053505,-0.03678929765886285,-0.1003344481605351,-0.0802675585284281
validation,spectral_bin_permutation,71,False,0.2709030100334448,0.24414715719063546,0.33444816053511706,target_derived_sidecar,0.25418060200668896,0.23076923076923078,0.026755852842809347,0.01672240802675584,-0.06354515050167225,-0.03678929765886288
validation,spectral_bin_permutation,73,False,0.2809364548494983,0.24414715719063546,0.33444816053511706,shuffled_source_packet,0.2842809364548495,0.25418060200668896,0.03678929765886285,-0.0033444816053511683,-0.05351170568561875,-0.03854515050167224
validation,spectral_bin_permutation,79,False,0.2709030100334448,0.24414715719063546,0.33444816053511706,random_same_byte_packet,0.2608695652173913,0.24414715719063546,0.026755852842809347,0.010033444816053505,-0.06354515050167225,-0.04188963210702341
validation,spectral_bin_permutation,83,False,0.24749163879598662,0.24414715719063546,0.33444816053511706,candidate_derangement,0.2608695652173913,0.2608695652173913,0.0033444816053511683,-0.013377926421404673,-0.08695652173913043,-0.07023411371237458
