split,surface,seed,pass_gate,n,matched_accuracy,target_accuracy,same_byte_structured_text_accuracy,qwen_substituted_packet_accuracy,best_destructive_control,best_destructive_control_accuracy,matched_minus_target,matched_minus_same_byte_text,matched_minus_qwen_substituted,matched_minus_best_destructive,paired_ci95_low_vs_target,paired_ci95_low_vs_qwen_substituted
validation,full_slice,47,False,299,0.27424749163879597,0.24414715719063546,0.25418060200668896,,shuffled_source_packet,0.25418060200668896,0.030100334448160515,0.02006688963210701,,0.02006688963210701,-0.04013377926421405,
validation,full_slice,53,False,299,0.2809364548494983,0.24414715719063546,0.25418060200668896,,target_derived_sidecar,0.2508361204013378,0.03678929765886285,0.026755852842809347,,0.030100334448160515,-0.033444816053511704,
validation,full_slice,59,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,target_derived_sidecar,0.24749163879598662,0.03344481605351168,0.02341137123745818,,0.030100334448160515,-0.03678929765886288,
validation,full_slice,61,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,target_derived_sidecar,0.24749163879598662,0.03344481605351168,0.02341137123745818,,0.030100334448160515,-0.036872909698996655,
validation,full_slice,67,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,random_same_byte_packet,0.27424749163879597,0.03344481605351168,0.02341137123745818,,0.0033444816053511683,-0.033444816053511704,
validation,full_slice,71,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,random_same_byte_packet,0.24749163879598662,0.03344481605351168,0.02341137123745818,,0.030100334448160515,-0.03678929765886288,
validation,full_slice,73,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,random_same_byte_packet,0.2608695652173913,0.03344481605351168,0.02341137123745818,,0.01672240802675584,-0.04021739130434782,
validation,full_slice,79,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,random_same_byte_packet,0.2608695652173913,0.03344481605351168,0.02341137123745818,,0.01672240802675584,-0.04013377926421405,
validation,full_slice,83,False,299,0.27759197324414714,0.24414715719063546,0.25418060200668896,,random_same_byte_packet,0.2842809364548495,0.03344481605351168,0.02341137123745818,,-0.006688963210702337,-0.043478260869565216,
validation,full_slice,89,False,299,0.27424749163879597,0.24414715719063546,0.25418060200668896,,shuffled_source_packet,0.25752508361204013,0.030100334448160515,0.02006688963210701,,0.01672240802675584,-0.04021739130434782,
validation,qwen_disagreement_slice,47,False,223,0.23318385650224216,0.22869955156950672,0.22869955156950672,0.3811659192825112,shuffled_source_packet,0.2645739910313901,0.004484304932735439,0.004484304932735439,-0.14798206278026904,-0.03139013452914796,-0.07623318385650224,-0.25112107623318386
validation,qwen_disagreement_slice,53,False,223,0.242152466367713,0.22869955156950672,0.22869955156950672,0.38565022421524664,candidate_derangement,0.24663677130044842,0.013452914798206289,0.013452914798206289,-0.14349775784753363,-0.004484304932735411,-0.06726457399103139,-0.24663677130044842
validation,qwen_disagreement_slice,59,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.3811659192825112,candidate_derangement,0.24663677130044842,0.00896860986547085,0.00896860986547085,-0.14349775784753363,-0.00896860986547085,-0.07174887892376682,-0.242152466367713
validation,qwen_disagreement_slice,61,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.3811659192825112,candidate_derangement,0.24663677130044842,0.00896860986547085,0.00896860986547085,-0.14349775784753363,-0.00896860986547085,-0.06726457399103139,-0.242152466367713
validation,qwen_disagreement_slice,67,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.38565022421524664,random_same_byte_packet,0.28699551569506726,0.00896860986547085,0.00896860986547085,-0.14798206278026907,-0.04932735426008969,-0.06726457399103139,-0.24663677130044842
validation,qwen_disagreement_slice,71,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.37668161434977576,random_same_byte_packet,0.25112107623318386,0.00896860986547085,0.00896860986547085,-0.1390134529147982,-0.013452914798206289,-0.06726457399103139,-0.242152466367713
validation,qwen_disagreement_slice,73,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.3811659192825112,random_same_byte_packet,0.2914798206278027,0.00896860986547085,0.00896860986547085,-0.14349775784753363,-0.05381165919282513,-0.07174887892376682,-0.242152466367713
validation,qwen_disagreement_slice,79,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.38565022421524664,random_same_byte_packet,0.26905829596412556,0.00896860986547085,0.00896860986547085,-0.14798206278026907,-0.03139013452914799,-0.07174887892376682,-0.24663677130044842
validation,qwen_disagreement_slice,83,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.38565022421524664,random_same_byte_packet,0.2914798206278027,0.00896860986547085,0.00896860986547085,-0.14798206278026907,-0.05381165919282513,-0.06726457399103139,-0.242152466367713
validation,qwen_disagreement_slice,89,False,223,0.23766816143497757,0.22869955156950672,0.22869955156950672,0.3811659192825112,random_same_byte_packet,0.26905829596412556,0.00896860986547085,0.00896860986547085,-0.14349775784753363,-0.03139013452914799,-0.07174887892376682,-0.24663677130044842
test,full_slice,47,False,1172,0.24232081911262798,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.02303754266211605,0.010238907849829337,,-0.02303754266211605,-0.060580204778156996,
test,full_slice,53,False,1172,0.2440273037542662,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.021331058020477828,0.01194539249146756,,-0.021331058020477828,-0.05887372013651877,
test,full_slice,59,False,1172,0.2440273037542662,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.021331058020477828,0.01194539249146756,,-0.021331058020477828,-0.05716723549488054,
test,full_slice,61,False,1172,0.24488054607508533,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.020477815699658702,0.012798634812286686,,-0.020477815699658702,-0.05887372013651877,
test,full_slice,67,False,1172,0.2440273037542662,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.021331058020477828,0.01194539249146756,,-0.021331058020477828,-0.05802047781569966,
test,full_slice,71,False,1172,0.24488054607508533,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.020477815699658702,0.012798634812286686,,-0.020477815699658702,-0.05804180887372014,
test,full_slice,73,False,1172,0.24488054607508533,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.020477815699658702,0.012798634812286686,,-0.020477815699658702,-0.05802047781569966,
test,full_slice,79,False,1172,0.2431740614334471,0.26535836177474403,0.23208191126279865,,zero_source,0.26535836177474403,-0.022184300341296925,0.011092150170648463,,-0.022184300341296925,-0.06143344709897611,
test,full_slice,83,False,1172,0.24573378839590443,0.26535836177474403,0.23208191126279865,,shuffled_source_packet,0.26706484641638223,-0.019624573378839605,0.013651877133105783,,-0.0213310580204778,-0.05631399317406143,
test,full_slice,89,False,1172,0.24573378839590443,0.26535836177474403,0.23208191126279865,,random_same_byte_packet,0.26621160409556316,-0.019624573378839605,0.013651877133105783,,-0.02047781569965873,-0.05631399317406143,
test,qwen_disagreement_slice,47,False,833,0.1992797118847539,0.2725090036014406,0.2028811524609844,0.3397358943577431,zero_source,0.2725090036014406,-0.07322929171668668,-0.0036014405762304913,-0.1404561824729892,-0.07322929171668668,-0.11644657863145258,-0.19207683073229292
test,qwen_disagreement_slice,53,False,833,0.1992797118847539,0.2725090036014406,0.2028811524609844,0.34213685474189676,target_derived_sidecar,0.2737094837935174,-0.07322929171668668,-0.0036014405762304913,-0.14285714285714285,-0.07442977190876349,-0.11644657863145258,-0.19210684273709486
test,qwen_disagreement_slice,59,False,833,0.20048019207683074,0.2725090036014406,0.2028811524609844,0.3397358943577431,zero_source,0.2725090036014406,-0.07202881152460985,-0.002400960384153661,-0.13925570228091236,-0.07202881152460985,-0.11404561824729892,-0.18967587034813926
test,qwen_disagreement_slice,61,False,833,0.20048019207683074,0.2725090036014406,0.2028811524609844,0.34093637454981995,target_derived_sidecar,0.2737094837935174,-0.07202881152460985,-0.002400960384153661,-0.14045618247298922,-0.07322929171668666,-0.11404561824729892,-0.19207683073229292
test,qwen_disagreement_slice,67,False,833,0.1992797118847539,0.2725090036014406,0.2028811524609844,0.3385354141656663,zero_source,0.2725090036014406,-0.07322929171668668,-0.0036014405762304913,-0.13925570228091239,-0.07322929171668668,-0.11644657863145258,-0.18847539015606243
test,qwen_disagreement_slice,71,False,833,0.20048019207683074,0.2725090036014406,0.2028811524609844,0.3397358943577431,zero_source,0.2725090036014406,-0.07202881152460985,-0.002400960384153661,-0.13925570228091236,-0.07202881152460985,-0.11284513805522209,-0.18847539015606243
test,qwen_disagreement_slice,73,False,833,0.20048019207683074,0.2725090036014406,0.2028811524609844,0.3397358943577431,zero_source,0.2725090036014406,-0.07202881152460985,-0.002400960384153661,-0.13925570228091236,-0.07202881152460985,-0.11287515006002401,-0.18850540216086437
test,qwen_disagreement_slice,79,False,833,0.1992797118847539,0.2725090036014406,0.2028811524609844,0.3397358943577431,zero_source,0.2725090036014406,-0.07322929171668668,-0.0036014405762304913,-0.1404561824729892,-0.07322929171668668,-0.11407563025210084,-0.18967587034813926
test,qwen_disagreement_slice,83,False,833,0.20048019207683074,0.2725090036014406,0.2028811524609844,0.34093637454981995,zero_source,0.2725090036014406,-0.07202881152460985,-0.002400960384153661,-0.14045618247298922,-0.07202881152460985,-0.11764705882352941,-0.1908763505402161
test,qwen_disagreement_slice,89,False,833,0.20168067226890757,0.2725090036014406,0.2028811524609844,0.34093637454981995,zero_source,0.2725090036014406,-0.07082833133253302,-0.0012004801920768304,-0.13925570228091239,-0.07082833133253302,-0.11764705882352941,-0.18847539015606243
