[anchor] Using chat-template assistant headers (Llama len=4, Qwen len=3)
  step 10/685 | loss_L=2.8412 | loss_Q=9.3980 | scale_pen(L)= 1.7195e-10 | scale_pen(Q)= 1.6197e-07 | grad_norm=8.70 | sec/step~1.10 | rms_L~0.5564 rms_Q~0.5616
  step 20/685 | loss_L=2.1669 | loss_Q=7.0473 | scale_pen(L)= 5.9488e-08 | scale_pen(Q)= 5.8901e-07 | grad_norm=5.64 | sec/step~1.01 | rms_L~0.5569 rms_Q~0.5622
  step 30/685 | loss_L=2.2988 | loss_Q=5.6261 | scale_pen(L)= 2.6496e-07 | scale_pen(Q)= 1.2270e-06 | grad_norm=4.43 | sec/step~0.97 | rms_L~0.5575 rms_Q~0.5629
  step 40/685 | loss_L=2.0491 | loss_Q=4.1238 | scale_pen(L)= 4.4884e-07 | scale_pen(Q)= 1.6977e-06 | grad_norm=4.67 | sec/step~0.97 | rms_L~0.5581 rms_Q~0.5636
  step 50/685 | loss_L=2.2314 | loss_Q=3.6001 | scale_pen(L)= 6.3374e-07 | scale_pen(Q)= 2.1640e-06 | grad_norm=3.16 | sec/step~0.96 | rms_L~0.5586 rms_Q~0.5644
  step 60/685 | loss_L=2.0192 | loss_Q=2.7336 | scale_pen(L)= 9.2319e-07 | scale_pen(Q)= 2.5498e-06 | grad_norm=2.12 | sec/step~0.95 | rms_L~0.5592 rms_Q~0.5652
  step 70/685 | loss_L=1.9231 | loss_Q=2.3024 | scale_pen(L)= 1.3102e-06 | scale_pen(Q)= 2.9920e-06 | grad_norm=1.50 | sec/step~0.97 | rms_L~0.5597 rms_Q~0.5659
  step 80/685 | loss_L=1.9816 | loss_Q=2.2213 | scale_pen(L)= 1.7899e-06 | scale_pen(Q)= 3.3873e-06 | grad_norm=1.04 | sec/step~0.97 | rms_L~0.5602 rms_Q~0.5666
  step 90/685 | loss_L=2.0713 | loss_Q=2.2731 | scale_pen(L)= 2.4619e-06 | scale_pen(Q)= 3.6462e-06 | grad_norm=0.89 | sec/step~0.96 | rms_L~0.5608 rms_Q~0.5672
  step 100/685 | loss_L=1.7735 | loss_Q=1.8374 | scale_pen(L)= 3.1783e-06 | scale_pen(Q)= 3.7697e-06 | grad_norm=0.72 | sec/step~0.96 | rms_L~0.5613 rms_Q~0.5677
  step 110/685 | loss_L=1.8647 | loss_Q=2.0130 | scale_pen(L)= 4.0857e-06 | scale_pen(Q)= 3.8082e-06 | grad_norm=0.83 | sec/step~0.96 | rms_L~0.5619 rms_Q~0.5682
  step 120/685 | loss_L=1.9618 | loss_Q=2.0310 | scale_pen(L)= 5.2885e-06 | scale_pen(Q)= 3.8259e-06 | grad_norm=0.59 | sec/step~0.96 | rms_L~0.5625 rms_Q~0.5686
  step 130/685 | loss_L=1.7921 | loss_Q=1.9315 | scale_pen(L)= 6.7090e-06 | scale_pen(Q)= 3.8375e-06 | grad_norm=0.55 | sec/step~0.95 | rms_L~0.5631 rms_Q~0.5690
  step 140/685 | loss_L=1.7272 | loss_Q=1.8594 | scale_pen(L)= 8.1072e-06 | scale_pen(Q)= 3.8394e-06 | grad_norm=0.57 | sec/step~0.95 | rms_L~0.5637 rms_Q~0.5694
  step 150/685 | loss_L=1.7328 | loss_Q=1.8492 | scale_pen(L)= 9.3103e-06 | scale_pen(Q)= 3.8464e-06 | grad_norm=0.50 | sec/step~0.95 | rms_L~0.5644 rms_Q~0.5697
  step 160/685 | loss_L=1.8766 | loss_Q=2.0048 | scale_pen(L)= 1.0555e-05 | scale_pen(Q)= 3.8577e-06 | grad_norm=0.61 | sec/step~0.96 | rms_L~0.5650 rms_Q~0.5700
  step 170/685 | loss_L=1.6934 | loss_Q=1.7830 | scale_pen(L)= 1.1949e-05 | scale_pen(Q)= 3.8900e-06 | grad_norm=0.45 | sec/step~0.96 | rms_L~0.5657 rms_Q~0.5703
  step 180/685 | loss_L=1.6667 | loss_Q=1.7057 | scale_pen(L)= 1.3616e-05 | scale_pen(Q)= 3.9103e-06 | grad_norm=0.47 | sec/step~0.95 | rms_L~0.5663 rms_Q~0.5706
  step 190/685 | loss_L=1.7010 | loss_Q=1.8324 | scale_pen(L)= 1.5772e-05 | scale_pen(Q)= 3.9188e-06 | grad_norm=0.47 | sec/step~0.96 | rms_L~0.5670 rms_Q~0.5709
  step 200/685 | loss_L=1.8719 | loss_Q=2.0377 | scale_pen(L)= 1.7946e-05 | scale_pen(Q)= 3.9292e-06 | grad_norm=0.46 | sec/step~0.96 | rms_L~0.5676 rms_Q~0.5711
  step 210/685 | loss_L=1.7126 | loss_Q=1.8321 | scale_pen(L)= 2.0123e-05 | scale_pen(Q)= 3.9216e-06 | grad_norm=0.49 | sec/step~0.95 | rms_L~0.5683 rms_Q~0.5713
  step 220/685 | loss_L=1.5309 | loss_Q=1.6041 | scale_pen(L)= 2.2480e-05 | scale_pen(Q)= 3.9159e-06 | grad_norm=0.40 | sec/step~0.95 | rms_L~0.5689 rms_Q~0.5715
  step 230/685 | loss_L=1.6011 | loss_Q=1.7304 | scale_pen(L)= 2.4832e-05 | scale_pen(Q)= 3.9150e-06 | grad_norm=0.41 | sec/step~0.96 | rms_L~0.5696 rms_Q~0.5718
  step 240/685 | loss_L=1.8998 | loss_Q=2.0497 | scale_pen(L)= 2.7442e-05 | scale_pen(Q)= 3.9207e-06 | grad_norm=0.40 | sec/step~0.95 | rms_L~0.5702 rms_Q~0.5720
  step 250/685 | loss_L=1.6997 | loss_Q=1.8307 | scale_pen(L)= 3.0327e-05 | scale_pen(Q)= 3.9079e-06 | grad_norm=0.48 | sec/step~0.95 | rms_L~0.5709 rms_Q~0.5722
  step 260/685 | loss_L=1.7445 | loss_Q=1.9395 | scale_pen(L)= 3.2896e-05 | scale_pen(Q)= 3.8886e-06 | grad_norm=0.38 | sec/step~0.96 | rms_L~0.5715 rms_Q~0.5723
  step 270/685 | loss_L=1.5851 | loss_Q=1.7247 | scale_pen(L)= 3.5402e-05 | scale_pen(Q)= 3.8783e-06 | grad_norm=0.45 | sec/step~0.95 | rms_L~0.5722 rms_Q~0.5725
  step 280/685 | loss_L=1.6312 | loss_Q=1.7659 | scale_pen(L)= 3.7821e-05 | scale_pen(Q)= 3.8609e-06 | grad_norm=0.50 | sec/step~0.95 | rms_L~0.5728 rms_Q~0.5727
  step 290/685 | loss_L=1.5211 | loss_Q=1.6341 | scale_pen(L)= 4.0754e-05 | scale_pen(Q)= 3.8656e-06 | grad_norm=0.44 | sec/step~0.95 | rms_L~0.5735 rms_Q~0.5729
  step 300/685 | loss_L=1.5583 | loss_Q=1.6921 | scale_pen(L)= 4.3929e-05 | scale_pen(Q)= 3.8689e-06 | grad_norm=0.41 | sec/step~0.96 | rms_L~0.5741 rms_Q~0.5730
  step 310/685 | loss_L=1.6594 | loss_Q=1.8265 | scale_pen(L)= 4.6697e-05 | scale_pen(Q)= 3.8783e-06 | grad_norm=0.35 | sec/step~0.95 | rms_L~0.5748 rms_Q~0.5732
  step 320/685 | loss_L=1.5724 | loss_Q=1.7576 | scale_pen(L)= 4.9314e-05 | scale_pen(Q)= 3.8971e-06 | grad_norm=0.39 | sec/step~0.94 | rms_L~0.5754 rms_Q~0.5734
  step 330/685 | loss_L=1.5424 | loss_Q=1.6779 | scale_pen(L)= 5.2882e-05 | scale_pen(Q)= 3.9230e-06 | grad_norm=0.33 | sec/step~0.95 | rms_L~0.5761 rms_Q~0.5735
  step 340/685 | loss_L=1.4546 | loss_Q=1.5676 | scale_pen(L)= 5.6163e-05 | scale_pen(Q)= 3.9467e-06 | grad_norm=0.32 | sec/step~0.96 | rms_L~0.5767 rms_Q~0.5737
  step 350/685 | loss_L=1.4328 | loss_Q=1.5498 | scale_pen(L)= 5.8789e-05 | scale_pen(Q)= 3.9633e-06 | grad_norm=0.32 | sec/step~0.96 | rms_L~0.5774 rms_Q~0.5738
