/projects/m000066/sujinesh/LatentWire/.venv/lib/python3.9/site-packages/transformers/utils/hub.py:128: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
Loading dataset subset...
Loading SQuAD subset...
Llama hidden size: 2048, Qwen hidden size: 896
⚠️  No valid checkpoint found to resume; starting fresh.
Epoch 1/5
  step 10/256 | loss_L=3.1309 | loss_Q=6.4640 | scale_pen(L)=2.3552e-07 | scale_pen(Q)=8.6747e-07 | grad_norm=24.49 | sec/step~0.40
  step 20/256 | loss_L=2.7487 | loss_Q=3.7520 | scale_pen(L)=1.0329e-07 | scale_pen(Q)=3.3153e-06 | grad_norm=12.81 | sec/step~0.26
  step 30/256 | loss_L=2.3944 | loss_Q=2.5069 | scale_pen(L)=1.2785e-08 | scale_pen(Q)=5.6113e-06 | grad_norm=4.43 | sec/step~0.22
  step 40/256 | loss_L=2.1812 | loss_Q=2.3579 | scale_pen(L)=2.0305e-09 | scale_pen(Q)=6.8350e-06 | grad_norm=3.28 | sec/step~0.19
  step 50/256 | loss_L=2.3827 | loss_Q=2.4263 | scale_pen(L)=7.0531e-09 | scale_pen(Q)=7.4374e-06 | grad_norm=3.05 | sec/step~0.19
  step 60/256 | loss_L=2.0655 | loss_Q=2.1343 | scale_pen(L)=1.4268e-08 | scale_pen(Q)=7.9424e-06 | grad_norm=3.08 | sec/step~0.19
  step 70/256 | loss_L=1.9950 | loss_Q=1.9860 | scale_pen(L)=1.2333e-07 | scale_pen(Q)=8.4932e-06 | grad_norm=2.49 | sec/step~0.19
  step 80/256 | loss_L=2.0019 | loss_Q=1.9719 | scale_pen(L)=2.7738e-07 | scale_pen(Q)=9.0617e-06 | grad_norm=2.31 | sec/step~0.18
  step 90/256 | loss_L=2.2005 | loss_Q=2.1424 | scale_pen(L)=6.3983e-07 | scale_pen(Q)=9.4212e-06 | grad_norm=2.22 | sec/step~0.19
  step 100/256 | loss_L=1.9050 | loss_Q=1.8853 | scale_pen(L)=8.7995e-07 | scale_pen(Q)=9.7080e-06 | grad_norm=2.15 | sec/step~0.19
  [debug:L] a.scale=1.0009 | Z.std=0.9994 Z.mean||=15.9908 | p.std=0.5760 p.mean||=26.0655
  [debug:Q] a.scale=1.0031 | Z.std=0.9994 Z.mean||=15.9908 | p.std=0.5773 p.mean||=17.2785
  step 110/256 | loss_L=2.0972 | loss_Q=2.0766 | scale_pen(L)=1.2704e-06 | scale_pen(Q)=9.8752e-06 | grad_norm=2.43 | sec/step~0.19
  step 120/256 | loss_L=1.8610 | loss_Q=1.7840 | scale_pen(L)=1.5032e-06 | scale_pen(Q)=9.9841e-06 | grad_norm=1.55 | sec/step~0.20
  step 130/256 | loss_L=1.9417 | loss_Q=1.8354 | scale_pen(L)=1.8654e-06 | scale_pen(Q)=1.0077e-05 | grad_norm=1.82 | sec/step~0.19
  step 140/256 | loss_L=2.0016 | loss_Q=1.9954 | scale_pen(L)=2.1068e-06 | scale_pen(Q)=1.0310e-05 | grad_norm=1.51 | sec/step~0.19
