Loading dataset subset...
Llama hidden size: 2048, Qwen hidden size: 896
⚠️  No valid checkpoint found to resume; starting fresh.
Epoch 1/5
  step 10/500 | loss_llama=3.4742 | loss_qwen=13.2330 | grad_norm=3.40 | sec/step~2.74
  step 20/500 | loss_llama=3.7372 | loss_qwen=12.1496 | grad_norm=2.72 | sec/step~2.33
  step 30/500 | loss_llama=2.9039 | loss_qwen=11.8299 | grad_norm=2.57 | sec/step~2.18
  step 40/500 | loss_llama=3.2891 | loss_qwen=11.2050 | grad_norm=2.20 | sec/step~2.14
  step 50/500 | loss_llama=3.0092 | loss_qwen=10.5610 | grad_norm=2.20 | sec/step~2.12
  step 60/500 | loss_llama=3.2583 | loss_qwen=9.9304 | grad_norm=2.79 | sec/step~2.10
  step 70/500 | loss_llama=3.0181 | loss_qwen=8.3534 | grad_norm=4.09 | sec/step~2.10
  step 80/500 | loss_llama=2.7622 | loss_qwen=6.4953 | grad_norm=3.33 | sec/step~2.10
  step 90/500 | loss_llama=3.4988 | loss_qwen=6.0432 | grad_norm=1.26 | sec/step~2.11
  step 100/500 | loss_llama=2.9932 | loss_qwen=5.4369 | grad_norm=1.24 | sec/step~2.10
  step 110/500 | loss_llama=2.4578 | loss_qwen=4.6246 | grad_norm=1.20 | sec/step~2.10
  step 120/500 | loss_llama=2.6235 | loss_qwen=4.2977 | grad_norm=2.49 | sec/step~2.14
  step 130/500 | loss_llama=2.8120 | loss_qwen=3.9696 | grad_norm=1.54 | sec/step~2.24
  step 140/500 | loss_llama=2.5885 | loss_qwen=3.5977 | grad_norm=1.14 | sec/step~2.28
  step 150/500 | loss_llama=2.5675 | loss_qwen=3.1719 | grad_norm=1.11 | sec/step~2.22
  step 160/500 | loss_llama=2.5078 | loss_qwen=2.7957 | grad_norm=1.30 | sec/step~2.17
  step 170/500 | loss_llama=2.6463 | loss_qwen=2.6675 | grad_norm=0.90 | sec/step~2.12
  step 180/500 | loss_llama=2.6981 | loss_qwen=2.5992 | grad_norm=0.73 | sec/step~2.11
  step 190/500 | loss_llama=2.5681 | loss_qwen=2.3692 | grad_norm=0.43 | sec/step~2.10
  step 200/500 | loss_llama=2.6923 | loss_qwen=2.3076 | grad_norm=0.44 | sec/step~2.11
  step 210/500 | loss_llama=2.4384 | loss_qwen=2.2228 | grad_norm=0.41 | sec/step~2.10
  step 220/500 | loss_llama=2.7178 | loss_qwen=2.3179 | grad_norm=0.36 | sec/step~2.10
  step 230/500 | loss_llama=2.7008 | loss_qwen=2.3801 | grad_norm=0.44 | sec/step~2.11
  step 240/500 | loss_llama=2.3058 | loss_qwen=1.9722 | grad_norm=0.33 | sec/step~2.11
  step 250/500 | loss_llama=2.4666 | loss_qwen=2.1152 | grad_norm=0.35 | sec/step~2.11
  step 260/500 | loss_llama=2.0297 | loss_qwen=1.6955 | grad_norm=0.35 | sec/step~2.11
  step 270/500 | loss_llama=2.4618 | loss_qwen=2.0591 | grad_norm=0.34 | sec/step~2.11
  step 280/500 | loss_llama=2.3584 | loss_qwen=1.9132 | grad_norm=0.23 | sec/step~2.10
  step 290/500 | loss_llama=2.2416 | loss_qwen=1.8600 | grad_norm=0.35 | sec/step~2.11
  step 300/500 | loss_llama=2.1212 | loss_qwen=1.8287 | grad_norm=0.28 | sec/step~2.10
  step 310/500 | loss_llama=2.7799 | loss_qwen=2.3996 | grad_norm=0.30 | sec/step~2.10
  step 320/500 | loss_llama=2.3625 | loss_qwen=1.9906 | grad_norm=0.31 | sec/step~2.10
  step 330/500 | loss_llama=2.2191 | loss_qwen=1.8573 | grad_norm=0.22 | sec/step~2.12
  step 340/500 | loss_llama=2.6008 | loss_qwen=2.0961 | grad_norm=0.26 | sec/step~2.12
  step 350/500 | loss_llama=2.5322 | loss_qwen=1.9872 | grad_norm=0.22 | sec/step~2.11
  step 360/500 | loss_llama=2.8789 | loss_qwen=2.5439 | grad_norm=0.29 | sec/step~2.12
  step 370/500 | loss_llama=2.1665 | loss_qwen=1.8003 | grad_norm=0.52 | sec/step~2.10
  step 380/500 | loss_llama=3.1937 | loss_qwen=2.7818 | grad_norm=0.43 | sec/step~2.11
  step 390/500 | loss_llama=2.5183 | loss_qwen=2.0420 | grad_norm=0.38 | sec/step~2.11
  step 400/500 | loss_llama=2.3046 | loss_qwen=2.0807 | grad_norm=0.32 | sec/step~2.11
  step 410/500 | loss_llama=2.0213 | loss_qwen=1.6773 | grad_norm=0.25 | sec/step~2.11
  step 420/500 | loss_llama=1.9646 | loss_qwen=1.6795 | grad_norm=0.31 | sec/step~2.10
  step 430/500 | loss_llama=2.3939 | loss_qwen=1.8718 | grad_norm=0.28 | sec/step~2.10
  step 440/500 | loss_llama=2.4936 | loss_qwen=2.0949 | grad_norm=0.28 | sec/step~2.10
  step 450/500 | loss_llama=2.1509 | loss_qwen=1.7596 | grad_norm=0.25 | sec/step~2.11
  step 460/500 | loss_llama=2.4110 | loss_qwen=1.9969 | grad_norm=0.32 | sec/step~2.11
  step 470/500 | loss_llama=2.1604 | loss_qwen=1.8065 | grad_norm=0.24 | sec/step~2.11
  step 480/500 | loss_llama=2.1046 | loss_qwen=1.7320 | grad_norm=0.25 | sec/step~2.11
  step 490/500 | loss_llama=2.4978 | loss_qwen=2.0849 | grad_norm=0.26 | sec/step~2.11
  step 500/500 | loss_llama=2.5866 | loss_qwen=2.0954 | grad_norm=0.31 | sec/step~2.11
  ✅ Saved checkpoint at step 500
Epoch 2/5
  step 10/500 | loss_llama=2.5914 | loss_qwen=2.2158 | grad_norm=0.51 | sec/step~2.11
  step 20/500 | loss_llama=2.4179 | loss_qwen=1.9710 | grad_norm=0.31 | sec/step~2.12
  step 30/500 | loss_llama=2.3050 | loss_qwen=1.9691 | grad_norm=0.34 | sec/step~2.12
  step 40/500 | loss_llama=2.4559 | loss_qwen=2.0437 | grad_norm=0.30 | sec/step~2.11
  step 50/500 | loss_llama=2.2208 | loss_qwen=1.9006 | grad_norm=0.29 | sec/step~2.10
  step 60/500 | loss_llama=2.8743 | loss_qwen=2.3748 | grad_norm=0.30 | sec/step~2.10
  step 70/500 | loss_llama=2.2344 | loss_qwen=1.8614 | grad_norm=0.33 | sec/step~2.10
  step 80/500 | loss_llama=2.3674 | loss_qwen=1.9136 | grad_norm=0.39 | sec/step~2.10
  step 90/500 | loss_llama=2.0822 | loss_qwen=1.6986 | grad_norm=0.49 | sec/step~2.10
  step 100/500 | loss_llama=2.0554 | loss_qwen=1.6489 | grad_norm=0.35 | sec/step~2.11
  step 110/500 | loss_llama=2.1037 | loss_qwen=1.7423 | grad_norm=0.35 | sec/step~2.11
  step 120/500 | loss_llama=2.1441 | loss_qwen=1.6792 | grad_norm=0.63 | sec/step~2.12
  step 130/500 | loss_llama=1.7865 | loss_qwen=1.4146 | grad_norm=0.34 | sec/step~2.11
  step 140/500 | loss_llama=2.9464 | loss_qwen=2.3988 | grad_norm=0.51 | sec/step~2.11
