
=========================================
Starting pipeline at Mon Sep 15 10:46:28 PDT 2025
=========================================


=========================================
PHASE 1: TRAINING WITH EPOCH EVALUATIONS
=========================================

Training for 24 epochs with evaluation after each
Checkpoint will be saved to: runs/8B_clean_answer_ftce/ckpt


=========================================
EPOCH 1/24
=========================================

Training epoch 1...
/projects/m000066/sujinesh/LatentWire/.venv/lib/python3.9/site-packages/transformers/utils/hub.py:128: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
Loading dataset subset...
Loading SQuAD subset...
Downloading shards:   0%|          | 0/4 [00:00<?, ?it/s]Downloading shards: 100%|██████████| 4/4 [00:00<00:00, 1914.55it/s]
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:07<00:22,  7.65s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:14<00:14,  7.43s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:22<00:07,  7.30s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:23<00:00,  5.03s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:23<00:00,  5.90s/it]
Downloading shards:   0%|          | 0/4 [00:00<?, ?it/s]Downloading shards: 100%|██████████| 4/4 [00:00<00:00, 1899.38it/s]
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:06<00:18,  6.01s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:12<00:12,  6.30s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:18<00:06,  6.24s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:24<00:00,  5.94s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:24<00:00,  6.04s/it]
Llama hidden size: 4096, Qwen hidden size: 3584
⚠️  No valid checkpoint found to resume; starting fresh.
Epoch 1/1
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
  step  10/1369 | loss_L=10.2874 | loss_Q=10.2435 | firstCE_L=9.5701 | firstCE_Q=15.3246 | scale_pen(L)=1.2451e-09 | scale_pen(Q)=2.2921e-10 | grad_norm=0.87 | sec/step~1.04 | rms_raw(L)~0.5585 rms_raw(Q)~0.5655 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  20/1369 | loss_L=9.9671 | loss_Q=9.7994 | firstCE_L=8.8757 | firstCE_Q=13.9388 | scale_pen(L)=1.0716e-07 | scale_pen(Q)=1.4126e-08 | grad_norm=0.87 | sec/step~1.09 | rms_raw(L)~0.5602 rms_raw(Q)~0.5657 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  30/1369 | loss_L=10.0999 | loss_Q=9.4460 | firstCE_L=9.2554 | firstCE_Q=9.5750 | scale_pen(L)=1.5692e-07 | scale_pen(Q)=1.2283e-09 | grad_norm=0.83 | sec/step~1.07 | rms_raw(L)~0.5612 rms_raw(Q)~0.5675 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  40/1369 | loss_L=9.7212 | loss_Q=9.2985 | firstCE_L=8.5303 | firstCE_Q=7.3663 | scale_pen(L)=2.3263e-07 | scale_pen(Q)=7.5730e-09 | grad_norm=0.82 | sec/step~1.06 | rms_raw(L)~0.5627 rms_raw(Q)~0.5692 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  50/1369 | loss_L=9.3358 | loss_Q=9.3333 | firstCE_L=8.9031 | firstCE_Q=8.3007 | scale_pen(L)=2.2658e-07 | scale_pen(Q)=6.3839e-08 | grad_norm=0.83 | sec/step~1.02 | rms_raw(L)~0.5643 rms_raw(Q)~0.5706 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  60/1369 | loss_L=9.8564 | loss_Q=9.5882 | firstCE_L=8.8432 | firstCE_Q=7.9718 | scale_pen(L)=1.9973e-07 | scale_pen(Q)=4.1797e-08 | grad_norm=0.79 | sec/step~1.07 | rms_raw(L)~0.5659 rms_raw(Q)~0.5719 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  70/1369 | loss_L=9.8208 | loss_Q=8.9197 | firstCE_L=8.8631 | firstCE_Q=7.7363 | scale_pen(L)=1.5532e-07 | scale_pen(Q)=3.9254e-08 | grad_norm=0.77 | sec/step~1.13 | rms_raw(L)~0.5674 rms_raw(Q)~0.5730 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  80/1369 | loss_L=9.7142 | loss_Q=9.0839 | firstCE_L=9.4773 | firstCE_Q=8.6149 | scale_pen(L)=1.9287e-07 | scale_pen(Q)=3.2574e-08 | grad_norm=0.75 | sec/step~1.08 | rms_raw(L)~0.5690 rms_raw(Q)~0.5741 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  90/1369 | loss_L=9.6295 | loss_Q=9.9871 | firstCE_L=8.6256 | firstCE_Q=8.1706 | scale_pen(L)=2.2139e-07 | scale_pen(Q)=1.3858e-08 | grad_norm=0.74 | sec/step~1.02 | rms_raw(L)~0.5704 rms_raw(Q)~0.5751 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  100/1369 | loss_L=9.3181 | loss_Q=9.0179 | firstCE_L=8.5788 | firstCE_Q=7.5318 | scale_pen(L)=2.3668e-07 | scale_pen(Q)=6.2670e-12 | grad_norm=0.76 | sec/step~1.03 | rms_raw(L)~0.5718 rms_raw(Q)~0.5760 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
  step  110/1369 | loss_L=9.0494 | loss_Q=9.5969 | firstCE_L=8.9126 | firstCE_Q=7.9349 | scale_pen(L)=2.2977e-07 | scale_pen(Q)=2.8777e-11 | grad_norm=0.73 | sec/step~1.09 | rms_raw(L)~0.5730 rms_raw(Q)~0.5767 | rms_cal(L)~0.0106 rms_cal(Q)~0.0136 | embed_rms(L)~0.01058 embed_rms(Q)~0.01363
