view,pca_dim,rff_components,active_components,gamma,ridge,dev_accuracy_mean,dev_qwen_substituted_accuracy_mean,dev_cached_tiny_packet_accuracy_mean,dev_matched_minus_qwen_substituted_mean,dev_matched_minus_cached_tiny_packet_mean,dev_paired_ci95_low_vs_qwen_substituted_min,fit_alignment_cosine_mean,sparsity_fraction,selected
hidden_residual,16,32,4,0.5,10.0,0.2777777777777778,0.3611111111111111,0.2777777777777778,-0.08333333333333333,0.0,-0.3611111111111111,0.21494665820683365,0.125,False
hidden_residual,16,32,4,0.5,100.0,0.29444444444444445,0.3611111111111111,0.2777777777777778,-0.06666666666666668,0.016666666666666666,-0.3333333333333333,0.21222029749349686,0.125,False
hidden_residual,16,32,4,0.5,1000.0,0.29444444444444445,0.3611111111111111,0.2777777777777778,-0.06666666666666668,0.016666666666666666,-0.3333333333333333,0.2118156444481107,0.125,False
hidden_residual,16,32,4,1.0,10.0,0.2777777777777778,0.3611111111111111,0.2777777777777778,-0.08333333333333333,-2.7755575615628915e-18,-0.4444444444444444,0.2143765747254847,0.125,False
hidden_residual,16,32,4,1.0,100.0,0.2611111111111111,0.3611111111111111,0.2777777777777778,-0.1,-0.016666666666666673,-0.4444444444444444,0.21250769649176246,0.125,False
hidden_residual,16,32,4,1.0,1000.0,0.2555555555555556,0.3611111111111111,0.2777777777777778,-0.10555555555555556,-0.02222222222222222,-0.4444444444444444,0.2122190126330528,0.125,False
hidden_residual,16,32,8,0.5,10.0,0.2333333333333333,0.3611111111111111,0.2777777777777778,-0.12777777777777777,-0.04444444444444444,-0.43124999999999997,0.2338130314879887,0.25,False
hidden_residual,16,32,8,0.5,100.0,0.22222222222222224,0.3611111111111111,0.2777777777777778,-0.1388888888888889,-0.055555555555555546,-0.4722222222222222,0.22886003705681485,0.25,False
hidden_residual,16,32,8,0.5,1000.0,0.21666666666666665,0.3611111111111111,0.2777777777777778,-0.14444444444444443,-0.0611111111111111,-0.4722222222222222,0.2278131991635012,0.25,False
hidden_residual,16,32,8,1.0,10.0,0.2111111111111111,0.3611111111111111,0.2777777777777778,-0.15,-0.06666666666666668,-0.4166666666666667,0.21998438829985026,0.25,False
hidden_residual,16,32,8,1.0,100.0,0.21666666666666665,0.3611111111111111,0.2777777777777778,-0.14444444444444443,-0.061111111111111116,-0.4166666666666667,0.21661990206814982,0.25,False
hidden_residual,16,32,8,1.0,1000.0,0.23333333333333334,0.3611111111111111,0.2777777777777778,-0.12777777777777777,-0.04444444444444444,-0.4166666666666667,0.21596419742270326,0.25,False
hidden_residual,16,32,16,0.5,10.0,0.2833333333333333,0.3611111111111111,0.2777777777777778,-0.07777777777777778,0.005555555555555558,-0.3888888888888889,0.2228223462200511,0.5,False
hidden_residual,16,32,16,0.5,100.0,0.2833333333333333,0.3611111111111111,0.2777777777777778,-0.07777777777777778,0.005555555555555555,-0.4166666666666667,0.21622738851969012,0.5,False
hidden_residual,16,32,16,0.5,1000.0,0.28888888888888886,0.3611111111111111,0.2777777777777778,-0.07222222222222222,0.01111111111111111,-0.4166666666666667,0.2138833666914379,0.5,False
hidden_residual,16,32,16,1.0,10.0,0.2777777777777778,0.3611111111111111,0.2777777777777778,-0.08333333333333334,-2.7755575615628915e-18,-0.3888888888888889,0.22745377050465052,0.5,False
hidden_residual,16,32,16,1.0,100.0,0.2888888888888889,0.3611111111111111,0.2777777777777778,-0.07222222222222222,0.01111111111111111,-0.3055555555555556,0.22359939807398393,0.5,False
hidden_residual,16,32,16,1.0,1000.0,0.3,0.3611111111111111,0.2777777777777778,-0.061111111111111116,0.02222222222222222,-0.3055555555555556,0.2225331360348445,0.5,False
hidden_residual,16,64,4,0.5,10.0,0.22222222222222224,0.3611111111111111,0.2777777777777778,-0.1388888888888889,-0.05555555555555556,-0.3888888888888889,0.28170460420712334,0.0625,False
hidden_residual,16,64,4,0.5,100.0,0.23888888888888887,0.3611111111111111,0.2777777777777778,-0.12222222222222223,-0.03888888888888888,-0.3888888888888889,0.27925870718169543,0.0625,False
hidden_residual,16,64,4,0.5,1000.0,0.24444444444444446,0.3611111111111111,0.2777777777777778,-0.11666666666666665,-0.03333333333333334,-0.3888888888888889,0.2789850520284024,0.0625,False
hidden_residual,16,64,4,1.0,10.0,0.28888888888888886,0.3611111111111111,0.2777777777777778,-0.07222222222222222,0.01111111111111111,-0.3888888888888889,0.28933836304307964,0.0625,False
hidden_residual,16,64,4,1.0,100.0,0.3,0.3611111111111111,0.2777777777777778,-0.061111111111111116,0.02222222222222222,-0.3611111111111111,0.28721332745965156,0.0625,False
hidden_residual,16,64,4,1.0,1000.0,0.3,0.3611111111111111,0.2777777777777778,-0.061111111111111116,0.02222222222222222,-0.3611111111111111,0.28697326588396954,0.0625,False
hidden_residual,16,64,8,0.5,10.0,0.2833333333333333,0.3611111111111111,0.2777777777777778,-0.07777777777777778,0.005555555555555552,-0.3888888888888889,0.30178888931554565,0.125,False
hidden_residual,16,64,8,0.5,100.0,0.2666666666666667,0.3611111111111111,0.2777777777777778,-0.09444444444444444,-0.01111111111111111,-0.3888888888888889,0.29740347336720424,0.125,False
hidden_residual,16,64,8,0.5,1000.0,0.27222222222222225,0.3611111111111111,0.2777777777777778,-0.08888888888888888,-0.005555555555555558,-0.3888888888888889,0.29684248841705674,0.125,False
hidden_residual,16,64,8,1.0,10.0,0.33333333333333337,0.3611111111111111,0.2777777777777778,-0.02777777777777778,0.055555555555555546,-0.3333333333333333,0.2847310234280366,0.125,False
hidden_residual,16,64,8,1.0,100.0,0.3333333333333333,0.3611111111111111,0.2777777777777778,-0.02777777777777778,0.05555555555555556,-0.3611111111111111,0.27977157517210766,0.125,False
hidden_residual,16,64,8,1.0,1000.0,0.3333333333333333,0.3611111111111111,0.2777777777777778,-0.02777777777777778,0.05555555555555556,-0.3611111111111111,0.27915674118123907,0.125,False
hidden_residual,16,64,16,0.5,10.0,0.2777777777777778,0.3611111111111111,0.2777777777777778,-0.08333333333333334,0.0,-0.3611111111111111,0.3012199042308152,0.25,False
hidden_residual,16,64,16,0.5,100.0,0.2833333333333333,0.3611111111111111,0.2777777777777778,-0.07777777777777777,0.005555555555555555,-0.3611111111111111,0.2925515460569402,0.25,False
hidden_residual,16,64,16,0.5,1000.0,0.2833333333333333,0.3611111111111111,0.2777777777777778,-0.07777777777777777,0.005555555555555555,-0.3611111111111111,0.29104798657864306,0.25,False
hidden_residual,16,64,16,1.0,10.0,0.29444444444444445,0.3611111111111111,0.2777777777777778,-0.06666666666666668,0.01666666666666667,-0.4166666666666667,0.2903602667666534,0.25,False
