view,pca_dim,rff_components,active_components,gamma,ridge,dev_accuracy_mean,dev_qwen_substituted_accuracy_mean,dev_cached_tiny_packet_accuracy_mean,dev_matched_minus_qwen_substituted_mean,dev_matched_minus_cached_tiny_packet_mean,dev_paired_ci95_low_vs_qwen_substituted_min,fit_alignment_cosine_mean,sparsity_fraction,selected
query_residual,8,16,4,0.25,10.0,0.3333333333333333,0.0,0.5,0.3333333333333333,-0.16666666666666666,0.0,0.30979965166213513,0.25,False
query_residual,8,16,4,0.25,100.0,0.3333333333333333,0.0,0.5,0.3333333333333333,-0.16666666666666666,0.0,0.2991064437205906,0.25,False
query_residual,8,16,4,0.5,10.0,0.2916666666666667,0.0,0.5,0.2916666666666667,-0.20833333333333334,0.0,0.32176404810882275,0.25,False
query_residual,8,16,4,0.5,100.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.312174463057545,0.25,False
query_residual,8,16,4,1.0,10.0,0.2916666666666667,0.0,0.5,0.2916666666666667,-0.20833333333333334,0.0,0.32027765330131214,0.25,False
query_residual,8,16,4,1.0,100.0,0.375,0.0,0.5,0.375,-0.125,0.125,0.313855460982872,0.25,False
query_residual,8,16,8,0.25,10.0,0.375,0.0,0.5,0.375,-0.125,0.0,0.29672546792670984,0.5,False
query_residual,8,16,8,0.25,100.0,0.20833333333333334,0.0,0.5,0.20833333333333334,-0.2916666666666667,0.0,0.27887140925089915,0.5,False
query_residual,8,16,8,0.5,10.0,0.3333333333333333,0.0,0.5,0.3333333333333333,-0.16666666666666666,0.0,0.3074670683680468,0.5,False
query_residual,8,16,8,0.5,100.0,0.375,0.0,0.5,0.375,-0.125,0.125,0.28823952184449547,0.5,False
query_residual,8,16,8,1.0,10.0,0.4166666666666667,0.0,0.5,0.4166666666666667,-0.08333333333333333,0.125,0.3054545914460636,0.5,False
query_residual,8,16,8,1.0,100.0,0.4166666666666667,0.0,0.5,0.4166666666666667,-0.08333333333333333,0.0,0.2937811239116311,0.5,False
query_residual,8,32,4,0.25,10.0,0.125,0.0,0.5,0.125,-0.375,0.0,0.33946594123817575,0.125,False
query_residual,8,32,4,0.25,100.0,0.16666666666666666,0.0,0.5,0.16666666666666666,-0.3333333333333333,0.0,0.3278583053879932,0.125,False
query_residual,8,32,4,0.5,10.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.4031456841539935,0.125,False
query_residual,8,32,4,0.5,100.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.3965609368814946,0.125,False
query_residual,8,32,4,1.0,10.0,0.3333333333333333,0.0,0.5,0.3333333333333333,-0.16666666666666666,0.0,0.3911346124360888,0.125,False
query_residual,8,32,4,1.0,100.0,0.3333333333333333,0.0,0.5,0.3333333333333333,-0.16666666666666666,0.0,0.3863098737013747,0.125,False
query_residual,8,32,8,0.25,10.0,0.20833333333333334,0.0,0.5,0.20833333333333334,-0.2916666666666667,0.0,0.39033422867024925,0.25,False
query_residual,8,32,8,0.25,100.0,0.20833333333333334,0.0,0.5,0.20833333333333334,-0.2916666666666667,0.0,0.37166492317826555,0.25,False
query_residual,8,32,8,0.5,10.0,0.20833333333333334,0.0,0.5,0.20833333333333334,-0.2916666666666667,0.0,0.39456864774311556,0.25,False
query_residual,8,32,8,0.5,100.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.37742860019160746,0.25,False
query_residual,8,32,8,1.0,10.0,0.2916666666666667,0.0,0.5,0.2916666666666667,-0.20833333333333334,0.0,0.4078382623666383,0.25,False
query_residual,8,32,8,1.0,100.0,0.2916666666666667,0.0,0.5,0.2916666666666667,-0.20833333333333334,0.0,0.3976305876156473,0.25,False
query_residual,8,64,4,0.25,10.0,0.20833333333333334,0.0,0.5,0.20833333333333334,-0.2916666666666667,0.0,0.4303398628310005,0.0625,False
query_residual,8,64,4,0.25,100.0,0.16666666666666666,0.0,0.5,0.16666666666666666,-0.3333333333333333,0.0,0.42521993016348003,0.0625,False
query_residual,8,64,4,0.5,10.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.5179585852558868,0.0625,False
query_residual,8,64,4,0.5,100.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.5144226374212578,0.0625,False
query_residual,8,64,4,1.0,10.0,0.041666666666666664,0.0,0.5,0.041666666666666664,-0.4583333333333333,0.0,0.5054728868948466,0.0625,False
query_residual,8,64,4,1.0,100.0,0.041666666666666664,0.0,0.5,0.041666666666666664,-0.4583333333333333,0.0,0.5024795440508439,0.0625,False
query_residual,8,64,8,0.25,10.0,0.20833333333333334,0.0,0.5,0.20833333333333334,-0.2916666666666667,0.0,0.4636759380565233,0.125,False
query_residual,8,64,8,0.25,100.0,0.25,0.0,0.5,0.25,-0.25,0.0,0.45308837487146353,0.125,False
