seed,condition,base_accuracy,target_public_accuracy,receiver_accuracy,receiver_minus_base,receiver_minus_target_public,ci95_low_vs_base,ci95_high_vs_base,override_rate,help_count,harm_count
47,matched_source_private_packet,0.3438566552901024,0.2773037542662116,0.3395904436860068,-0.004266211604095563,0.06228668941979522,-0.00938566552901024,0.0008532423208191126,0.13310580204778158,3,8
47,source_label_copy,0.3455631399317406,0.2773037542662116,0.2773037542662116,-0.06825938566552901,0.0,-0.10494880546075085,-0.029863481228668942,1.0,211,291
47,same_byte_structured_text,0.310580204778157,0.2773037542662116,0.310580204778157,0.0,0.033276450511945395,0.0,0.0,0.0,0,0
47,target_public_ridge,0.2773037542662116,0.2773037542662116,0.2773037542662116,0.0,0.0,0.0,0.0,1.0,0,0
47,zero_source,0.26535836177474403,0.2773037542662116,0.2773037542662116,0.011945392491467578,0.0,-0.023890784982935155,0.04780290102389067,1.0,235,221
47,shuffled_source_packet,0.26535836177474403,0.2773037542662116,0.2773037542662116,0.011945392491467578,0.0,-0.02303754266211604,0.04778156996587031,1.0,249,235
47,random_same_byte_packet,0.2431740614334471,0.2773037542662116,0.2773037542662116,0.034129692832764506,0.0,-0.0017064846416382253,0.06911262798634812,1.0,241,201
47,target_derived_sidecar,0.26535836177474403,0.2773037542662116,0.2645051194539249,-0.0008532423208191126,-0.012798634812286689,-0.006825938566552901,0.005119453924914676,0.12457337883959044,5,6
47,candidate_derangement,0.2150170648464164,0.2773037542662116,0.2167235494880546,0.0017064846416382253,-0.060580204778156996,-0.0017064846416382253,0.005119453924914676,0.13054607508532423,3,1
47,label_permutation,0.3438566552901024,0.2773037542662116,0.3395904436860068,-0.004266211604095563,0.06228668941979522,-0.010238907849829351,0.0017064846416382253,0.13310580204778158,3,8
53,matched_source_private_packet,0.3438566552901024,0.2773037542662116,0.3395904436860068,-0.004266211604095563,0.06228668941979522,-0.012798634812286689,0.004266211604095563,0.22610921501706485,12,17
53,source_label_copy,0.3455631399317406,0.2773037542662116,0.3455631399317406,0.0,0.06825938566552901,0.0,0.0,0.0,0,0
53,same_byte_structured_text,0.310580204778157,0.2773037542662116,0.2551194539249147,-0.05546075085324232,-0.02218430034129693,-0.0878839590443686,-0.024722696245733904,0.7406143344709898,143,208
53,target_public_ridge,0.2773037542662116,0.2773037542662116,0.2773037542662116,0.0,0.0,0.0,0.0,0.0,0,0
53,zero_source,0.26535836177474403,0.2773037542662116,0.26535836177474403,0.0,-0.011945392491467578,0.0,0.0,0.0,0,0
53,shuffled_source_packet,0.25170648464163825,0.2773037542662116,0.25170648464163825,0.0,-0.025597269624573378,0.0,0.0,0.0008532423208191126,0,0
53,random_same_byte_packet,0.24658703071672355,0.2773037542662116,0.24658703071672355,0.0,-0.030716723549488054,0.0,0.0,0.0,0,0
53,target_derived_sidecar,0.2645051194539249,0.2773037542662116,0.2645051194539249,0.0,-0.012798634812286689,-0.010238907849829351,0.0094069965870306,0.2167235494880546,17,17
53,candidate_derangement,0.2150170648464164,0.2773037542662116,0.2158703071672355,0.0008532423208191126,-0.06143344709897611,-0.007679180887372013,0.00938566552901024,0.2380546075085324,14,13
53,label_permutation,0.3438566552901024,0.2773037542662116,0.3395904436860068,-0.004266211604095563,0.06228668941979522,-0.013651877133105802,0.004266211604095563,0.22610921501706485,12,17
59,matched_source_private_packet,0.3430034129692833,0.2773037542662116,0.32337883959044367,-0.01962457337883959,0.04607508532423208,-0.032423208191126277,-0.008511092150170764,0.2977815699658703,15,38
59,source_label_copy,0.3455631399317406,0.2773037542662116,0.3455631399317406,0.0,0.06825938566552901,0.0,0.0,0.0,0,0
59,same_byte_structured_text,0.310580204778157,0.2773037542662116,0.25597269624573377,-0.05460750853242321,-0.021331058020477817,-0.08873720136518772,-0.022162969283276567,0.8208191126279863,166,230
