
=========================================
Starting pipeline at Wed Sep 17 15:51:56 PDT 2025
=========================================


=========================================
TRAIN + PER-EPOCH EVAL
=========================================


=========================================
EPOCH 1/12
=========================================

/projects/m000066/sujinesh/LatentWire/.venv/lib/python3.9/site-packages/transformers/utils/hub.py:128: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
Loading dataset subset...
Loading SQuAD subset...
Downloading shards:   0%|          | 0/4 [00:00<?, ?it/s]Downloading shards: 100%|██████████| 4/4 [00:00<00:00, 3488.71it/s]
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:01<00:05,  1.76s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:02<00:02,  1.23s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:03<00:01,  1.30s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:04<00:00,  1.14it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:04<00:00,  1.06s/it]
Downloading shards:   0%|          | 0/4 [00:00<?, ?it/s]Downloading shards: 100%|██████████| 4/4 [00:00<00:00, 3433.73it/s]
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:01<00:04,  1.37s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:02<00:01,  1.00it/s]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:03<00:01,  1.03s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:04<00:00,  1.04it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:04<00:00,  1.01s/it]
Llama hidden size: 4096, Qwen hidden size: 3584
[WARN] t=0 alignment failed: t=0 mismatch: got 12366, expected 60704
[WARN] t=0 alignment failed: t=0 mismatch: got 12095, expected 59604
Initialized adapter colorizers from LM embedding stats.
⚠️  No valid checkpoint found to resume; starting fresh.
Epoch 1/1
[DEBUG] Optimizer state devices (sample):
  
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
Starting from v4.46, the `logits` model output will have the same type as the model (except at train time, where it will always be FP32)
  step  10/3129 | grad_norm=173.39 | sec/step~7.20 | keep=1.00 | K=6 | llama: tf=12.9473 first=16.7037 kCE=9.4603 KD=3.7355 man=0.0002 | scale_pen(llama)=0.0000e+00 | qwen: tf=12.5197 first=14.8571 kCE=13.2069 KD=5.4109 man=0.0003 | scale_pen(qwen)=0.0000e+00 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  20/3129 | grad_norm=331.60 | sec/step~7.29 | keep=1.00 | K=6 | llama: tf=12.9831 first=16.2840 kCE=9.4457 KD=4.0380 man=0.0001 | scale_pen(llama)=0.0000e+00 | qwen: tf=12.3075 first=15.5875 kCE=14.1953 KD=4.4800 man=0.0003 | scale_pen(qwen)=0.0000e+00 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  30/3129 | grad_norm=473.80 | sec/step~6.58 | keep=1.00 | K=6 | llama: tf=11.9536 first=16.0150 kCE=9.8314 KD=4.0146 man=0.0001 | scale_pen(llama)=0.0000e+00 | qwen: tf=13.0275 first=16.1560 kCE=13.5730 KD=5.5174 man=0.0002 | scale_pen(qwen)=0.0000e+00 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  40/3129 | grad_norm=116.27 | sec/step~7.42 | keep=1.00 | K=6 | llama: tf=12.9712 first=17.8659 kCE=9.7684 KD=3.8694 man=0.0002 | scale_pen(llama)=2.7853e-12 | qwen: tf=12.9577 first=16.5484 kCE=13.7838 KD=4.4620 man=0.0003 | scale_pen(qwen)=5.6843e-14 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  50/3129 | grad_norm=222.14 | sec/step~8.64 | keep=1.00 | K=6 | llama: tf=12.2924 first=16.0590 kCE=9.1397 KD=3.4206 man=0.0002 | scale_pen(llama)=2.7853e-12 | qwen: tf=12.0343 first=13.7026 kCE=13.4306 KD=5.0456 man=0.0003 | scale_pen(qwen)=5.6843e-14 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  60/3129 | grad_norm=341.70 | sec/step~7.09 | keep=1.00 | K=6 | llama: tf=14.1389 first=17.7321 kCE=8.4118 KD=3.5750 man=0.0001 | scale_pen(llama)=2.7853e-12 | qwen: tf=13.1698 first=15.5669 kCE=15.2066 KD=3.5557 man=0.0003 | scale_pen(qwen)=5.6843e-14 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  70/3129 | grad_norm=33.63 | sec/step~7.26 | keep=1.00 | K=6 | llama: tf=12.5810 first=16.0222 kCE=9.2500 KD=3.7601 man=0.0002 | scale_pen(llama)=2.2737e-13 | qwen: tf=13.1560 first=16.0985 kCE=13.8415 KD=4.8137 man=0.0003 | scale_pen(qwen)=2.0464e-12 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  80/3129 | grad_norm=94.14 | sec/step~7.73 | keep=1.00 | K=6 | llama: tf=11.9909 first=13.6403 kCE=8.3303 KD=3.1631 man=0.0001 | scale_pen(llama)=2.2737e-13 | qwen: tf=11.8010 first=12.0921 kCE=13.1315 KD=3.8601 man=0.0003 | scale_pen(qwen)=2.0464e-12 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  90/3129 | grad_norm=150.95 | sec/step~7.98 | keep=1.00 | K=6 | llama: tf=12.9319 first=13.4436 kCE=8.5902 KD=3.5013 man=0.0002 | scale_pen(llama)=2.2737e-13 | qwen: tf=11.3176 first=12.7134 kCE=13.0847 KD=3.8441 man=0.0003 | scale_pen(qwen)=2.0464e-12 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  100/3129 | grad_norm=17.47 | sec/step~8.39 | keep=1.00 | K=6 | llama: tf=13.2342 first=15.9021 kCE=8.6114 KD=3.1230 man=0.0002 | scale_pen(llama)=6.0041e-13 | qwen: tf=12.9935 first=15.2521 kCE=14.5340 KD=3.8640 man=0.0003 | scale_pen(qwen)=1.7195e-12 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
  step  110/3129 | grad_norm=61.28 | sec/step~7.76 | keep=1.00 | K=6 | llama: tf=12.5840 first=15.6745 kCE=8.0790 KD=3.1546 man=0.0002 | scale_pen(llama)=6.0041e-13 | qwen: tf=13.3635 first=14.5834 kCE=14.6027 KD=3.6416 man=0.0003 | scale_pen(qwen)=1.7195e-12 | K=6 tau=1.25 | stats=[llama: rms_raw~0.0106 rms_cal~0.0106 embed_rms~0.01058; qwen: rms_raw~0.0137 rms_cal~0.0136 embed_rms~0.01364]
