split,surface,seed,pass_gate,n,matched_accuracy,target_accuracy,same_byte_structured_text_accuracy,qwen_substituted_packet_accuracy,best_destructive_control,best_destructive_control_accuracy,matched_minus_target,matched_minus_same_byte_text,matched_minus_qwen_substituted,matched_minus_best_destructive,paired_ci95_low_vs_target,paired_ci95_low_vs_qwen_substituted
validation,full_slice,47,False,299,0.27759197324414714,0.24414715719063546,0.26755852842809363,,shuffled_source_packet,0.27759197324414714,0.03344481605351168,0.010033444816053505,,0.0,-0.046822742474916385,
validation,full_slice,53,False,299,0.27759197324414714,0.24414715719063546,0.26755852842809363,,shuffled_source_packet,0.26755852842809363,0.03344481605351168,0.010033444816053505,,0.010033444816053505,-0.03678929765886288,
validation,full_slice,59,False,299,0.2809364548494983,0.24414715719063546,0.26755852842809363,,random_same_byte_packet,0.2709030100334448,0.03678929765886285,0.013377926421404673,,0.010033444816053505,-0.031856187290969895,
validation,full_slice,61,False,299,0.27759197324414714,0.24414715719063546,0.26755852842809363,,random_same_byte_packet,0.2508361204013378,0.03344481605351168,0.010033444816053505,,0.026755852842809347,-0.043478260869565216,
validation,full_slice,67,False,299,0.27759197324414714,0.24414715719063546,0.26755852842809363,,random_same_byte_packet,0.2508361204013378,0.03344481605351168,0.010033444816053505,,0.026755852842809347,-0.033444816053511704,
validation,qwen_disagreement_slice,47,False,223,0.23766816143497757,0.22869955156950672,0.23766816143497757,0.3811659192825112,shuffled_source_packet,0.273542600896861,0.00896860986547085,0.0,-0.14349775784753363,-0.03587443946188343,-0.07174887892376682,-0.2556053811659193
validation,qwen_disagreement_slice,53,False,223,0.23766816143497757,0.22869955156950672,0.23766816143497757,0.38565022421524664,random_same_byte_packet,0.28699551569506726,0.00896860986547085,0.0,-0.14798206278026907,-0.04932735426008969,-0.06278026905829596,-0.25112107623318386
validation,qwen_disagreement_slice,59,False,223,0.23766816143497757,0.22869955156950672,0.23766816143497757,0.3811659192825112,random_same_byte_packet,0.2825112107623318,0.00896860986547085,0.0,-0.14349775784753363,-0.04484304932735425,-0.06961883408071748,-0.24002242152466366
validation,qwen_disagreement_slice,61,False,223,0.23766816143497757,0.22869955156950672,0.23766816143497757,0.38565022421524664,random_same_byte_packet,0.2645739910313901,0.00896860986547085,0.0,-0.14798206278026907,-0.02690582959641255,-0.06961883408071748,-0.242152466367713
validation,qwen_disagreement_slice,67,False,223,0.23766816143497757,0.22869955156950672,0.23766816143497757,0.38565022421524664,random_same_byte_packet,0.24663677130044842,0.00896860986547085,0.0,-0.14798206278026907,-0.00896860986547085,-0.07858744394618833,-0.242152466367713
test,full_slice,47,False,1172,0.2440273037542662,0.26535836177474403,0.24061433447098976,,target_derived_sidecar,0.26621160409556316,-0.021331058020477828,0.0034129692832764458,,-0.022184300341296953,-0.057615187713310576,
test,full_slice,53,False,1172,0.2440273037542662,0.26535836177474403,0.24061433447098976,,random_same_byte_packet,0.27047781569965873,-0.021331058020477828,0.0034129692832764458,,-0.026450511945392524,-0.058468430034129694,
test,full_slice,59,False,1172,0.2440273037542662,0.26535836177474403,0.24061433447098976,,zero_source,0.26535836177474403,-0.021331058020477828,0.0034129692832764458,,-0.021331058020477828,-0.05716723549488054,
test,full_slice,61,False,1172,0.24488054607508533,0.26535836177474403,0.24061433447098976,,random_same_byte_packet,0.2738907849829352,-0.020477815699658702,0.004266211604095571,,-0.029010238907849845,-0.05802047781569966,
test,full_slice,67,False,1172,0.2431740614334471,0.26535836177474403,0.24061433447098976,,zero_source,0.26535836177474403,-0.022184300341296925,0.002559726962457348,,-0.022184300341296925,-0.058468430034129694,
test,qwen_disagreement_slice,47,False,833,0.20048019207683074,0.2725090036014406,0.20888355342136855,0.34093637454981995,target_derived_sidecar,0.2737094837935174,-0.07202881152460985,-0.008403361344537813,-0.14045618247298922,-0.07322929171668666,-0.11587635054021608,-0.1867046818727491
test,qwen_disagreement_slice,53,False,833,0.1992797118847539,0.2725090036014406,0.20888355342136855,0.34213685474189676,random_same_byte_packet,0.2845138055222089,-0.07322929171668668,-0.009603841536614643,-0.14285714285714285,-0.08523409363745499,-0.11587635054021608,-0.19270708283313326
test,qwen_disagreement_slice,59,False,833,0.20048019207683074,0.2725090036014406,0.20888355342136855,0.3397358943577431,target_derived_sidecar,0.2737094837935174,-0.07202881152460985,-0.008403361344537813,-0.13925570228091236,-0.07322929171668666,-0.11644657863145258,-0.1908763505402161
test,qwen_disagreement_slice,61,False,833,0.20048019207683074,0.2725090036014406,0.20888355342136855,0.3397358943577431,random_same_byte_packet,0.2785114045618247,-0.07202881152460985,-0.008403361344537813,-0.13925570228091236,-0.07803121248499398,-0.11644657863145258,-0.18127250900360145
test,qwen_disagreement_slice,67,False,833,0.1992797118847539,0.2725090036014406,0.20888355342136855,0.3397358943577431,zero_source,0.2725090036014406,-0.07322929171668668,-0.009603841536614643,-0.1404561824729892,-0.07322929171668668,-0.11644657863145258,-0.1908763505402161
